Colors,Description,Flowers,Image,Misc items,Name,type_id,Used,
"White , Green , Blush",5 tapered candles and 3 floral mini vases per table. ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1663031548511x152875296725222270.jpg,,Tappered Candles With Glass Container ,Short Arrangement,7,
"White , Green , Pale green , Natural Green",white florals and greenery centerpiece ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1663031859253x542273078006212160.jpg,,Aisle Florals ,Aisle,2,
White,"Babies breath, scabiosa, lunaria",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1663781542388x739051445311696800.jpg,,Babies Breath With Mini White ,Bridesmaids Bouquet,10,
White,White kalalilies bouquet ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1663781613327x706297422546123800.jpg,,Kalalily White Bouquet,Bridesmaids Bouquet,4,
"White , Green , Pale green",   White roses white spray roses greenery elements.  ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1663781944318x943485654438529400.jpg,,White Centerpiece With Greenery Touches ,Aisle,19,
"White , Natural Green , Green","White Flowers, roses, hydrangeas, spray roses, kalalilies, greenery accents",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1663783838272x243219881201691000.jpg,,White Florals And Greenery With A White Vase ,Short Arrangement,12,
"White , Ivory , beige , Oatmeal , Terracota",boho bridal bouquet ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1665593192415x696802437743239600.jpg,,White Boho Florals And Rust Accents ,Bridal Bouquet,0,
"Pale apricot , cappucino",boho garland 8 ft long with ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1665593303263x639790566603270700.jpg,,Boho Garland ,Garland,0,
"Peach , Light Beige , cappucino","bunny tails, rust color pampas, fox tails, roses, orchids ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1665593561062x720551823281325800.jpg,,Rust Color Fall Boho ,Short Arrangement,0,
,"bunny tails, ruscus, babies breath",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1665594108838x688366930071639600.jpg,,Boho Boutonnières,Boutonnieres,1,
"Ivory , Ivory , Soft Yellow , Cream , Green , Natural Green",florals and greenery ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1665637430858x924078159892580000.jpg,,Fountain Flowers,Short Arrangement,1,
"Ivory , Ivory , Champagne , White , Blush pink , Blush , Blush , Blush ",White flowers with blush florals with greenery touches delphinium with tall clear vase ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1666120603977x541629335801686140.jpg,,Tall Centerpiece ,Tall Arrangement,5,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1666297737318x713420749239152000.jpg,,,,0,
"White , Christmas Red",white flowers and red flowers neck garland,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1666297851649x821090680464184200.jpg,,White Flowers And Red Flowers Garland,Garland,1,
"Blush Pink 2 , Pink peach , Coral , Raspberry Pink ","Bright colorful bouquet with dahlias, ranunculus, peonies, roses, berries",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1666640926456x956645513559806000.jpg,,CASCADING BRIGHT,Bridal Bouquet,2,
"Ivory , Peach , Blush , Peach , Raspberry Pink  , Coral",Wooden arch 8 ft tall and 8 ft wide with florals and greenery hanging in the middle  and both side covered with florals ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1666669286159x106374345457977740.jpg,,Wooden Arch With Middle Part Covered ,Arch,2,
,"Just the base, without the outgoing stems",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1666850777092x338904984246669800.png,,,Bridesmaids Bouquet,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1666850934746x606466841706271500.png,,,Bridal Bouquet,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1666851132624x982401472930485100.png,,,Arch,0,
"Peach , Dusty Blue  , Blush ","White flowers, dusty blue. tulips, roses, spray roses, ranunculus, delphinium ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1666903716064x862565692356871200.jpg,,Wild And Romantic Bridal ,Bridal Bouquet,27,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1666905413744x461167043780379200.jpg,,,,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1666905457457x637217363639508600.jpg,,,,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1666905474611x799173827005482200.jpg,,,,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1666906037360x115728869045991000.jpg,,,,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1666906063001x865747738160904600.jpg,,,,0,
,"Mix of white Peonies, Garden Roses, and Ranunculus. No greenery.",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1666907068980x670393243060785000.webp,,White Round Bouquet,Bridal Bouquet,0,
,Light Pink Roses and Anemones. No greenery.,,,,Round Light Pink Bouquet,Bridesmaids Bouquet,0,
,Light pink roses and ranunculus. No greenery.,,,,Light Pink Small Bouquet,Bridesmaids Bouquet,0,
,Light pink and white flower arrangement inside the basket,,,,Flower Girl Small Basket,Kids Arrangement,0,
,Array of the flower scheme surrounding the candlelabra ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1666909657911x385336297803099840.jpg,,Centerpiece,Short Arrangement,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1666914861854x563222681557760100.jpg,,,,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1666914943432x403454834147396030.jpg,,,,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1666914984811x758802048324182000.jpg,,,,0,
"Blush , Pink , Pale Pink , Bright blush pink",Pink bridesmaids bouquet,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1666915061334x501333391963303200.jpg,,Bridesmaids Bouquet Idea Without Vase,Bridesmaids Bouquet,0,
"Blush Pink 2 , Pink peach","cylinder to cover the candle, candle holder and pastel candle ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1666915154679x765124121882673000.jpg,,Pastel Tapered Candles ,Short Arrangement,1,
"Peach , Pale apricot , Pale Pink",colorful flowers in ceramic vase,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1666915239952x841679917950263400.jpg,,Ikebana Style Centerpiece ,Short Arrangement,1,
"Ivory , Cream , Peach , Green",flowers with ceramic ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1666915508715x716535264684689700.jpg,,Ceramic Vase With Centerpiece ,Short Arrangement,1,
,Light pink roses and ranunculus. No greenery.,,,,Light Pink Small Bouquet,Bridesmaids Bouquet,1,
"Blush , Pink , Baby pink , Pale Pink",Array of the flower scheme surrounding the candlelabra ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1666909657911x385336297803099840.jpg,,Centerpiece,Short Arrangement,0,
"White , Ivory , White , Ivory",Cascading florals from the bar ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1666976194102x476412937991453700.jpg,,Bar Centerpiece With Flowers Cascade ,Elevated,6,
White,"Tall 32 inches vase with flowers on top - hydrangeas, roses, orchids, no greenery white florals only. ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1666977101174x590558589535436200.jpg,,White Elegance Centerpiece ,Tall Arrangement,3,
"Ivory , Blush , Pink , Pale Pink , Pink peach",Flowers and greenery centerpiece with hanging clear globes ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1666980724536x881080557637213200.jpg,,Tall Centerpiece With Hanging Candles ,Tall Arrangement,2,
,"With slightly more florals, whites, pops of pink and greenery. Mix of round and rectangle tables would like something like this on the rounds.",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1667103174445x651537628665342500.jpeg,,"Lanterns, candles, florals, greenery",Short Arrangement on rounds,0,
,"Something like this for the rectangle tables, with gold tea lights - using gold as accent color. Small amounts of white florals with pops of pink",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1667103256423x669457670770936300.jpeg,,"Greenery, floral, runner",Short Arrangement/Garland,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1667332581981x172843188450277900.jpg,,Greenery Only Chandelier ,Elevated,9,
"White , Green , Natural Green","With slightly more florals, whites, pops of pink and greenery. ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1667103174445x651537628665342500.jpeg,,"Lanterns, Candles, Florals, Greenery",Short Arrangement,0,
"Ivory , White , White , Ivory , Pale green , Green",Flowers and greenery mandap with fabric,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1667340947378x762913731536336500.jpg,,Wooden Mandap With Fabric And Flowers,Arch,2,
"Champagne , Peach , Blush , Cream",flower strings different length for inside of the mandap ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1667341051510x794363028647210100.jpg,,Flower Strings ,Arch,1,
"Ivory , Cream , beige",Pampas grass with roses semi circle ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1667341234639x332033703431071900.jpg,,Pampas Grass Semi Circle ,Arch,0,
"White , White , Green , Pale green , Natural Green","Greenery with white flowers top corner with side corners white roses, white hydrangeas, lisianthus ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1667434357932x155696244413096480.jpg,,Seating Chart Arrangement Corner With Bottom Sides Decor ,Welcome sign,11,
,I love this and think I just want a small version for the bridal party! ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1667492800847x893991970398329000.JPG,,Bridesmaid Bouquets,Bridesmaids Bouquet,0,
,"Sorry, a bit blurry but again, similar colors and I love the ranunculus for the bout! ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1667492946021x977068614273276800.JPG,,Bout. Inspo ,Boutonnieres,0,
,Nothing super fancy but tall enough to be pillars with lots of color! ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1667493009247x601996829653128600.JPG,,Ceremony Inspo,Arch,0,
,"I like a mix of something like this OR the bud vases- I'm torn on what I want to do but I do like a mix of height + textures. Something like this could be in rectangular pots or as more of a 'garland' runner based on what you think makes the most sense! 

Our linens will either be blue (like the photo) or we will have wood rectangular tables (still TBD) but I would like to still incorporate blue into all the flower arrangements! 

",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1667493179144x917987666513805300.JPG,,Table Decor Inspo,Short Arrangement,0,
,I will likely have my cake either a lower table or just a highboy but I want to do something like this with flowers all around the cake -- probably just a semi-circle so that I can still cut the cake from behind (if that makes sense! Our cake will be simple so lot's of color around it for an awesome display! ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1667493303816x589875166783777700.JPG,,Cake Display,Wedding cake,0,
"Peach , Cream , White , White","Wooden candle holders with flower wreath around them with peach, ivory, cream flowers and greenery accents ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1667878933143x569566698184243100.jpg,,Flowers And Greenery Wreath ,Short Arrangement,0,
"Ivory , Ivory , Green",White orchids with manzanita branches and 3 pillar candles ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1667879075090x188225262827917950.jpg,,White Orchids With Manzanita Branches ,Short Arrangement,0,
"Peach , Blush  , Blush Pink 2",Compote style vase with florals and greenery with touches of blue ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1667493179144x917987666513805300.JPG,,Bright And Colorful ,Short Arrangement,1,
,Small version of this colorful bunch for bridesmaids ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1667492800847x893991970398329000.JPG,,Bridesmaid Bouquets,Bridesmaids Bouquet,8,
"Pink , Baby pink , Blush Pink 2",bright colorful ranunculus  ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1667492946021x977068614273276800.JPG,,Bright And Colorful ,Boutonnieres,22,
"Peach , Blush pink , Pale apricot , Pink , Sage green , Sage",freestanding arch with colorful florals and natural elements ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1667493009247x601996829653128600.JPG,,Ceremony Inspo,Arch,1,
"Baby pink , Bright blush pink , Blush , Green , Pale green",colorful display for the cake table around the cake ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1667493303816x589875166783777700.JPG,,Cake Display,Wedding cake,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1668618551655x819865895615397900.png,,,Arch,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1668618597402x406155887672057900.png,,,Short Arrangement,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1668618772971x462621185295510200.png,,,Short Arrangement,0,
"Blush , Blush pink , Peach , White","    Freestanding arch with white hydrangeas, white delphinium, white roses, cream dahlias, touches blush roses, touches of peach. Hanging candles from the arch. 
",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1668652052856x451607276313166900.jpg,,Freestanding Arch With Mostly White Florals With Touches Of Cream Peach And Blush Colors ,Arch,5,
"Ivory , Cream , Ivory , Blush  , Blush","Cream, dahlias, cream garden roses, white majolica roses, quicksand roses, white ranunculus,  cream astilbe touch of peach dahlias. ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1668652360691x546112259816881300.jpg,,Cream And Peach ,Short Arrangement,10,
"Champagne , Cream , Blush","8 ft floral runner with peach, blush and white flowers and greenery ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1668653314216x535200085386467300.jpg,,"8 Ft Floral Runner With Peach, Blush And",Short Arrangement,5,
Ivory,ivory tapered candle with candle holder and hurricane ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1668656899436x367223954811252350.jpg,,Ivory Tapered Candle ,Short Arrangement,1,
"Ivory , beige",bud vases with different types of flowers ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1668715345119x938386760335813800.jpg,,Escort Table Budvases ,Cocktail table,2,
"Ivory , Ivory , Blush , Blush pink , Green , Pale Pink","Small vasel with blush, cream and ivory florals with greenery elements ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1668715901082x719973165088867440.jpg,,Vase Of Florals For Guestbook ,Welcome sign,2,
"Ivory , Peach , Sage green , Sage",White flowers with orange and rust accents boho elements ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1668717340018x152774224894536060.jpg,,2 Centerpieces For Hexagon Arch ,Arch,1,
"White , Emerald green",Aisle Flowers to cover 20 ft of  aisle on both sides with solid white roses and greenery runners ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1669060845409x525949810600004900.jpg,,Aisle Flowers To Cover 20 Ft On Both Sides,Aisle,0,
"Ivory , Natural Green","Entrance to the ceremony florals with 2 Vassels with white columns with white flowers : hydrangeas, roses, garden roses, touches of greenery. ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1669067845353x270463865606332960.jpg,,2 White Flowers Centerpieces With Columns ,Aisle,3,
White,"WHITE ROSES, WHITE HYDRANGEAS ORCHIDS 36 INCHES TALL VASE CAN BE GOLD OR CLEAR ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1669068466761x862808106701011600.jpg,,White Flowers With Touches Of Greenery Tall Centerpieces ,Tall Arrangement,2,
"White , White , Green", White flowers with greenery with Clear candelabra with candles ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1669071630909x781336229400721300.jpg,,Clear Candelabra With Flowers ,Tall Arrangement,2,
"Ivory , Green , Natural Green",8 ft long flower bridge with hanging candles ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1669071911727x912220593864119200.jpg,,8 Ft Long Flower Bridge With Hanging Candles ,Elevated,4,
"Peach , Blush , Cream","peach, cream, touches of blush, all neutrals flowers. With greenery elements ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1669231374643x404880774064481540.jpg,,Half Round Arch With Florals And Greenery Throughout,Arch,5,
,"Lings Moment-Flower Sign Decor in White & Sage
",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1669610806454x890508930107659900.webp,,Faux Floral Welcome Sign,Welcome sign,0,
,"Cappucino roses, burgundy peonies, burgundy garden roses, ranunculus, butterfly ranunculus, greenery accents, spray roses  ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1669695539999x383347206433116900.jpg,,Bridal Bouquet Fall,Bridal Bouquet,0,
"Wine Red , Black , Charcoal , Christmas Red , deep green , Deep Green","    Flower bench back and side florals, in plum/burgundy dark red palette. ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1669695655021x976726741021598700.jpg,,Flower Bench Back And Side Florals ,Elevated,0,
"Emerald green , Dark green , Burgundy  , Wine Red","Greenery with burgundy and sand elements colors roses, dahlias, quicksand roses, scabiosa",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1669911465333x280060313761761900.jpg,,Aisle Flowers ,Aisle,0,
"Deep Green , chocolate , Burgundy",Smilax with Italian ruscus greenery with quicksand and burgundy elements ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1669913867235x690605252203758200.jpg,,Flowers By The Fountain ,Elevated,4,
