Colors,Description,Flowers,Image,Misc items,Name,type_id,Used,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657206216552x171539454715722530.jpg,,,,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657206254528x294763882731234000.jpg,,,,0,
"Blush , Blush pink , Ivory , Ivory , Pale green , Green","roses, spray roses greenery to cover 3 post pergola arch ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657230549692x863173838755707500.jpg,,Wedding Full Arch Covered With Flowers ,Arch,2,
"Ivory , Ivory , Blush , Blush pink , Green , Pale green","Roses, spray roses, ranunculus with greenery decor ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657230721557x112863136240749730.jpg,,Half Arch Decorated With Flowers And Greenery ,Arch,5,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657324364168x599314727222188800.jpg,,BRIDEL BOUQET SPREADING,Bridal Bouquet,0,
,"Flower girl crown adjustable
Satin tie
(color TBD)",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657324923480x601547336061043500.jpg,,Flower Girl Crown 2,Kids Arrangement,0,
,"Flower girl crown adjustable
Satin tie
(color TBD)",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657325074277x535223700525420800.jpg,,Flower Girl Crown 1,Kids Arrangement,0,
,"Flowers girl basket with petals
(color TBD)
",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657325217749x381590699703467260.jpg,,Flowers Girl Basket With Petals (decorated With Flowers),Kids Arrangement,0,
,"Flowers girl basket with petals
(color TBD)
",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657325371272x345356266267926600.jpg,,Flowers Girl Basket With Petals,Kids Arrangement,0,
,"Flower girl crown adjustable
Satin tie
(color TBD)",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657325536618x453538357458761900.jpg,,Flower Girl Crown 3,Kids Arrangement,0,
,"Glamorous style
Color and Flower recipe TBD",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657328107407x103312382074431500.jpg,,Boutonierre 1,Boutonnieres,0,
,Flower girl baby's breath bouquet,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657338778501x137501647391481860.jpg,,Flower Girl Baby's Breath Bouquet,Kids Arrangement,0,
,"Roses, hydrangeas, stock flowers, greenery
(color TBD)",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657338962957x674580969510667500.jpg,,Baby Girl Small Bouquet ,Kids Arrangement,0,
,Boho bouquet. Dried flower bouquet with fresh cut flowers and greenery ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657348187977x568748965885206300.jpg,,Cocktail Table Centerpiece 1,Cocktail table,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657398617005x521367530488658700.jpg,,,,0,
,"Tropical style with fresh pineapple, greenery and cut tropical flowers. ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657398692654x406649885070941250.jpg,,Tropical Short Centerpiece 1,Short Arrangement,0,
,"Boho style. clear vase with pampas grass, greenery and fresh cut flowers. 
(color  and flowers TBD)
",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657398972760x196686514559520920.jpg,,Boho Style Centerpiece 1,Short Arrangement,0,
,"Spreading arangment 
Roses, hydrangeas, stock flowers, greenery
(color  and flowers TBD)
",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657399313745x210454533888769340.jpg,,Classic Short Centerpiesec ,Short Arrangement,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657399677981x120166490531442130.jpg,,,,0,
,"Tropical style 
Clear vase arrangment with two Anthurium and  palm leaves ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657399818601x717268956315935100.jpg,,Tropical Short Centerpiece 2,Short Arrangement,0,
,"Tropical style 
Clear vase arrangement with Hot Pink Tropical Ginger, heliconia and  palm leaves",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657400322545x992286093887158700.jpg,,Tropical Short Centerpiece 3,Short Arrangement,0,
," Clear vase arrangement with protea, pampas grassland greenery ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657400838551x880232348558213200.jpg,,Short Centerpiece ,Short Arrangement,0,
,"Round arrangement 
Roses, hydrangeas, stock flowers, greenery
(color  and flowers TBD)",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657401232079x149500565228217760.jpg,,Classic Short Canteroieces 2,Short Arrangement,0,
,"Round arrangement 
Lilies, amaranth and  greenery
(color  and flowers TBD)",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657401491513x812796781820329000.jpg,,Large Size Centerpieses  ,Short Arrangement,0,
,"Clear vase round arrangement 
of roses, lilies, stock flowers and greenery
(color  and flowers TBD)",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657401753623x822381813820963100.jpg,,Classic Short Centerpieces 3,Short Arrangement,0,
,"Spreading arangment 
Roses, carnations, hydrangeas, stock flowers, greenery and dry flowers.
(color  and flowers TBD)",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657402585406x476928350652336500.jpg,,Short Centeterpieces 2,Short Arrangement,0,
,"Clear vase arrangement with stock flowers, pampas grassland and greenery 
(color and flowers TBD)",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657402914850x253012442981195970.jpg,,Cocktail Table Centerpiece 2,Cocktail table,0,
,"Boho style. clear vase with pampas grass, greenery and fresh cut flowers. 
(color  and flowers TBD)",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657398972760x196686514559520920.jpg,,Cocktail Table Centerpiece 3,Cocktail table,0,
,"Clear vase arrangement with protea, pampas grassland greenery ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657400838551x880232348558213200.jpg,,Cocktail Table Centerpiece 4,Short Arrangement,0,
,"Clear vase round arrangement 
of roses, lilies, stock flowers and greenery
(color  and flowers TBD)",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657401753623x822381813820963100.jpg,,Cocktail Table Centerpiece 5,Cocktail table,0,
,"Tropical style 
Clear vase arrangement with Hot Pink Tropical Ginger, heliconia and  palm leaves",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657400322545x992286093887158700.jpg,,Cocktail Table Centerpiece 6,Short Arrangement,0,
,"Tropical style 
Clear vase arrangment with two Anthurium and  palm leaves ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657399818601x717268956315935100.jpg,,Cocktail Table Centerpiece 7,Short Arrangement,0,
,Boho bouquet. Dried flower bouquet with fresh cut flowers and greenery ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657348187977x568748965885206300.jpg,,Small Centerpiece ,Cocktail table,0,
,(color and flowers TBD),,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657403977663x446253212603914240.jpg,,Small Centerpiece 2,Short Arrangement,0,
,(color and flowers TBD),,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657403977663x446253212603914240.jpg,,Cocktail Table Centerpiece 8,Cocktail table,0,
"White , Green",White Flowers with greenery ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657413929416x366300723669755300.jpg,,White Kalalily With Tropical Greenery ,Boutonnieres,9,
,"Closest inspo I found is the one on the guy with the gray suit and blue tie) As of now, groom will be wearing navy blur suit with terracotta tie, groomsmen will be wearing gray suit with medium blue tie and father of bride will be in light/medium gray suit with baby blue tie. We would love if the boutonnieres could replicate the bridemaids/bridal bouquet style but a little more modified so it's not too complicated. ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657486886190x494529902899195400.JPG,,Men's boutonnieres,Boutonnieres,0,
,Same inspo as groom's description!,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657487083034x860638522488884900.JPG,,Groomsmen ,Boutonnieres,0,
,Same inspo as groom & groomsmen with less colors and more white,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657487119139x584723690782362100.JPG,,Bride's father,Boutonnieres,0,
,Feel free to look at floral inspo photos above for more info! Bridal bouquet to be medium size,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657487283479x975115893332348900.PNG,,Bouquets inspo,Bridal Bouquet,0,
,Would love for bridemaids bouqets to be modified version of bridal bouquet. We will be having 1 maid of honor and 1 bridemaids for a total of 2 small sized bouquets please,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657487315337x197361199310421630.PNG,,Bridemaids bouquets,Bridesmaids Bouquet,0,
,"We will need 3 boutonnieres, please do modified/similar to groom style",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657487416575x120558549336103890.JPG,,Groomsmen boutonnieres,Boutonnieres,0,
,"We will need 2 corsages in total, 1 for mother of bride and 1 for mother of groom. Same inspo and shown above but reducing amount of colors and adding some white florals",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657487524964x927087429468805100.JPG,,Mother of Bride and mother of groom corsage,Corsage,0,
,We would like to have the aisle arrangements like table centerpieces so they can be used for half of the tables center pieces afterwards,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657487792308x510256059601753600.PNG,,Aisle floral arrangement inspo,Aisle,0,
,We would like half of the receptions tables to have bud vases,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657487886528x642570018502399700.PNG,,Table inspo for half of the tables,Garland,0,
,We would like half of the reception tables with ceramic and glass bud vases with colors similar (Doesn't have to be exactly matching the bridal bouquet) to mimic the rest of the florals and also the venue's foliage,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657487933774x504226785357333000.PNG,,Floral table bud inspo,Garland,0,
,Please reuse some of the aisle pieces for the floor area infront of sweetheart table,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657488063142x737474139484325000.PNG,,Sweetheart table,Sweetheart Table,0,
,half of the tables will have bus vases ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657488143173x410239602043082750.PNG,,Floral bud vases inspo,Short Arrangement,0,
,Half of the reception tables will have bud vases,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657488187585x465458549621908350.PNG,,Bud vases,Short Arrangement,0,
,"2nd half of reception tables will have centerpieces that we used for wedding aisle (same arrangements, we are double purposing them)",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657488229625x358070021877349400.PNG,,2nd half of reception tables,Short Arrangement,0,
"Coral pink , Coral , Peach , Blush , Blush ","Colorful bridal bouquet with white florals with blush accents, greenery, ranunculus, peonies, privet berries, tulips ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657505493461x577727315951514600.jpg,,Bridal Bouquet With Orange And White Flowers With Blush Accents,Bridal Bouquet,1,
Green,"ranunculus, peach accents, greenery, peonies, proteas",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657505628943x766995885831343700.jpg,,"Bright And Colorful Bouquet With Ranunculus, Peach Accents, Greenery, ",Bridal Bouquet,1,
"Peach , Apricot , Coral  , White , Ivory","ranunculus, roses, spray roses, greenery, bright flowers ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657506029900x551836623783195100.jpg,,Bright Bridesmaids Bouquet,Bridesmaids Bouquet,8,
"Ivory , White , Peach , Coral , Sage green","Greenery, flowers, butterfly ranunculus, roses, delphinium, scabiosa, spray roses",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657506353281x471248474215371500.jpg,,Flower Centerpiece For The Aisle  ,Aisle,15,
,Just looking for smaller sized florals for bottom side to accent 1 tier light blue colored cake to match bridal bouquet florals,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657509981851x359124878964031550.JPG,,Cake florals inspo,Wedding cake,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657510105460x852652517070037400.JPG,,Boutonniere to match bridal bouquet,Boutonnieres,0,
,To be modified versions of grooms boutonniere (We will need 3),,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657510146713x117378321307861400.JPG,,Groomsmen boutonnieres,Boutonnieres,0,
,Just 1 for the brides father please to also be modified of grooms,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657510215874x832360776645505000.JPG,,Bride's father Boutonniere,Boutonnieres,0,
"Peach , Orange , Peach , Yellow , Green","Bud vase with bright mix of blooms in yellow, orange, peach palette with blue accents ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657554596525x290128750769743400.jpg,,Bright Budvase,Short Arrangement,8,
"White , Ivory",White and peach accents flowers with splash of greenery ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657554775783x245971040714943580.jpg,,Cake Flowers ,Wedding cake,7,
"Pale green , Sage green , Blush , Peach","Terrarium is not included 
seeded eucalyptus, blush and white flowers. ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1657580644228x374045016407240640.jpg,,Greenery And Flowers Wreath ,Short Arrangement,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1658002978616x557301359835497900.jpg,,Creams and Blush Bouquet,Bridal Bouquet,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1658003851831x719207430563358700.jpg,,Half Updo with Baby's Breath,Hair Arrangement,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1658003896135x299893655611360700.jpg,,Bridal Bouqet,Bridal Bouquet,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1658004104693x892960214690719000.jpg,,,Kids Arrangement,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1658004739870x889161572709352000.jpg,,,Aisle Chairs,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1658004904867x836774135286090200.jpg,,"Greenery, Light Florals and Candles",Short Arrangement,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1658005074458x162692016639428770.jpg,,"Greenery, Light Florals",Sweetheart Table,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1658007059401x901966876770534900.jpg,,,Aisle Chairs,0,
"Cream , Natural Green , Terracota , Navy Blue , Champagne , Cream , Light Beige , Pale Pink , Milk Chocolate , Light Terracotta , Orange , Light Dusty blue , Pale green , Pale apricot , Blush pink , Baby blue",,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1634227097765x123762748613385200.jpeg,,Bridal bouquet,Bridal Bouquet,0,
,This is the actual arch at our venue. THe areas with greenery always have vines on them. It is large 21 ft long and about 9ft tall,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1658265934566x972575413427841900.jpeg,,Venue,Arch,0,
,I would be looking for greenery with one or two white garden roses (or similar) VERY small,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1658266698126x939622541527145100.jpg,,Bridesmaids Bouquets,Bridesmaids Bouquet,0,
"Green , Pale green , Dark green , White","white pillar candles different height with greenery mixed wreath: itallian ruscus, eucalyptus, silver dollar, wax white flowers ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1658004904867x836774135286090200.jpg,,"Greenery, Light Florals And Candles",Short Arrangement,19,
"White , Sage green , Green , Sage","White roses, white spray roses, peonies, ranunculus, seeded eucalyptus",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1658003896135x299893655611360700.jpg,,Bridal Bouqet,Bridal Bouquet,5,
"Blush , Blush pink","Blush roses, touches of greenery with wristlet bracelets ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1658360244059x304066508540799400.jpg,,Blush Roses Wrist Corsage,Corsage,10,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1658527565387x518019575359214300.jpg,,Blush and White,Bridal Bouquet,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1658527797800x849961749049662100.jpg,,Greenery and Baby's Breath,Aisle,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1658527865404x776963724531263700.jpg,,,Bridesmaids Bouquet,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1658528406783x764896318062199700.jpg,,Simple - Florals Only,Arch,0,
"White , Green",White Kalalilies with greenery touches. ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1658545993532x722872191957595100.jpg,,Kalalilie  Boutonnière,Boutonnieres,11,
White,"4 white columns 24 inch tall and 36 inch tall, With tall cylinders kalalilies submerged. 4 vases different height.",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1658546185981x639276366970931200.jpg,,White Columns With Flowers,Arch,0,
"Ivory , White , Ivory","White king proteas, white peony, bunny tail, roses, eucalyptus",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1658787119932x400446058028408400.jpg,,Boho-Tropical ,Bridal Bouquet,1,
"Champagne , Cream , Blush pink , Green , Natural Green","8 ft Tropical mixed with garden - smilax, tropical leaves, proteas, orchids, orchids, delphinium",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1658787365374x684697017387548700.jpg,,Garland With Tropical Elements ,Garland,1,
"Pale apricot , Orange",Boho elements with burnet orange ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1658787563683x651746307418765700.jpg,,Boho/rust ,Boutonnieres,3,
"Peach , Oatmeal , Cream , Sage , Pale green","Dahlias, boho elements, roses, spray roses, babies breath baby eucalyptus. ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1658787803128x467179514599767230.jpg,,Cream Bouquet With Burnt Orange ,Bridal Bouquet,1,
"Ivory , Ivory , beige , Sage , Pale green","proteas, roses, orchids, eucalyptus, spray roses. ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1658788126007x898100246621486700.jpg,,Tropical/boho ,Bridal Bouquet,0,
"White , Ivory , Ivory , Pale Pink , Sage green , Sage","Blush roses, eucalyptus, vendela, orchids, smilax",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1658788348948x971604581854817200.jpg,,Blush And Greenery ,Bridesmaids Bouquet,12,
"Pale green , Sage , Blush ","Tropical, smilax, roses golden rectangular  ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1658788883428x354333584383798460.jpg,,Tall Floating Centerpieces ,Tall Arrangement,0,
"Blush , Peach , Pale Pink , Green , Pale green","Blush, ivory, eucalyptus, peach, eucalyptus",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1658789385880x700284467144427500.jpg,,Floral Vasell ,Short Arrangement,2,
"Ivory , Ivory , Cream , Terracota , Sage green","Pampas grass, roses, eucalyptus, touches of rust roses ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1658789642644x767162040961910700.jpg,,Tall Boho ,Tall Arrangement,0,
"Champagne , Ivory , Ivory , Green , Emerald green , Natural Green","8 ft Greenery, smilax, white delphinium, white orchids, roses",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1658789848092x120358197949163470.jpg,,Greenery Garden ,Garland,9,
"Ivory , Champagne , beige , Peach","bunny tails, mini roses, babies breath ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1658790024192x405650737875676600.jpg,,Boho Flower Crown,Kids Arrangement,0,
"beige , Cream , Champagne , Ivory","White orchids, greenery, roses, smilax",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1658790472739x202294155497910300.jpg,,Tropical Chandelier,Elevated,0,
Raspberry Pink ,Peony  boutonnière ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1659291964405x560330098554711740.jpg,,Fuchsia Pink Peony ,Boutonnieres,3,
"Raspberry Pink  , Orange , Yellow , Mustard Yellow , Apricot , Green , Natural Green","Marigold's, ranunculus, greenery, blush flowers, peonies, billy balls. ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1659292126439x244659263031866900.jpg,,Bright And Colorful,Bridal Bouquet,3,
Blush,Blush tapered candle with candle holder and cylinder container ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1659292916157x835133523804517500.jpg,,Blush Tapered Candle ,Short Arrangement,0,
Orange,Marigolds with touches of greenery garland for sweetheart table ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1659293109179x527691189508046900.jpg,,Marigolds With Greenery ,Sweetheart Table,1,
"Orange , Green , Natural Green , Mustard Yellow , Apricot",Can use different colors for the specific theme,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1659294651653x798330220885072300.jpg,,Haldi Backdrop Colorful Flowers Backdrop ,Arch,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1659294812473x402158691831605400.jpg,,,,0,
"White , Sage green , Sage","Short arrangement with florals and greenery  
Sage tropical greenery and white florals, Sunset Vibe ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1659294865278x939584450206784300.jpg,,White Flowers And Greenery ,Short Arrangement,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1659588431963x113551821066172780.jpg,,Ivory  with a bugundy accent,Boutonnieres for Groom ,0,
,"within this realm. For a basic idea, but I understand if it is smaller to fit within what I was quoted $325",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1659588775206x644746686469337500.jpg,,"Bridemaid Bouquet - Red, blush, ivory",Bridesmaids Bouquet,0,
,could we incorporate a bit of navy. I understand if it has to be smaller to fit within our approved budget,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1659589354606x614689305236334700.jpg,,Bridal Bouquet,Bridal Bouquet - Boho blush and burgundy,0,
,We will have the hyatt Octagon shape.,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1659592771578x893823384796476700.jpg,,Flower Arch,Arch,0,
"Dark Terracotta , Green , Natural Green , Pale green , deep green , Pale Pink , Ivory","Boho elements, Quicksand Roses, Ivory Roses, Burgundy Dahlias, Cappuccino roses. A bit of blue.",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1659589354606x614689305236334700.jpg,,Bridal Bouquet,Bridal Bouquet,0,
"Ivory , beige , Blush , Pale green , Green","Blush, ivory and burgundy elements with greenery touches. ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1659588775206x644746686469337500.jpg,,"Bridemaid Bouquet - Red, Blush, Ivory",Bridesmaids Bouquet,4,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1659588431963x113551821066172780.jpg,,Ivory  with A Bugundy Accent,Boutonnieres,19,
"Blush , dusty pink  , Dark Terracotta , Green , Natural Green",2 Floral centerpieces for octagon arch ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1659592771578x893823384796476700.jpg,,Flower Arch,Arch,0,
"Ivory , Blush pink , Sage , Pale green","dahlias, roses, ivory roses, eucalyptus greenery, ivory roses, ranunculus, peonies ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1658527565387x518019575359214300.jpg,,Blush And White Flower Bouquet,Bridal Bouquet,7,
"Ivory , Blush pink , Sage , Pale green","Roses, ranunculus, peonies.",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1660077396501x803175016736428900.jpg,,Blush And White ,Bridesmaids Bouquet,9,
White,Babies breath florals ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1658003851831x719207430563358700.jpg,,Half Updo With Baby's Breath,Hair Arrangement,2,
"White , Pale green , Sage , Green","Seeded eucalyptus, babies breath ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1658527797800x849961749049662100.jpg,,Greenery And Baby's Breath Aisle Chair Decor,Aisle,10,
"Blush , Blush pink , Sage , Pale apricot",Blush spray roses with greenery and ranunculus ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1660160025219x269850815151182500.jpg,,Flowers And Greenery Crown ,Hair Arrangement,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1660165486322x498605144558223550.PNG,,Sweetheart Table Garland,Sweetheart Table,0,
,,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1660196962202x739293449591214000.jpg,,burgundy blush roses,Wedding cake,0,
,something small with our wedding colors. blush and red are nice or red with a touch of navy if possible. ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1660197882741x457070535912748000.jpg,,blush cocktail flowr,Cocktail table,0,
,blush rose with small detail,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1660198014704x224446083583041100.jpg,,blush flowers with small accents,Cocktail table,0,
"White , Green","White roses, calalies, greenery accents",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1660245712562x413709385754605700.jpg,,White And Greenery Cascading ,Bridal Bouquet,1,
"White , Green","silver dollar, sided eucalyptus, white stock, white roses ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1660246520301x391489171903179460.jpg,,Greenery And Flowers,Tall Arrangement,0,
"White , Ivory , Ivory , Champagne",Chiffon fabric over the gazeebo,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1660539767914x384176397702971500.jpg,,Gazebo Chiffon ,Arch,0,
"Ivory , Blush , Blush pink , Sage , Pale green , Sage green","Burgundy, blush, florals, eucalyptus greenery",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1659592771578x893823384796476700.jpg,,2 Flower Centerpieces ,Arch,1,
"Ivory , Blush , Blush pink , Sage , Pale green",blush rose with small detail,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1660198014704x224446083583041100.jpg,,Blush Flowers With Small Accents,Cocktail table,1,
"Peach , Pale apricot , Orange , Sage green , Sage","Rust, fall colors ranunculus, garden roses. ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1660939938445x465441232931496060.jpg,,Seating Chart Arrangement ,Welcome sign,1,
"White , Dark dusty blue","Bouquet with heather blue flowers and white flowers with seeded eucalyptus details Includes Peonies, garden roses, ranunculus, blue thistle",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1661301583833x446811120308050240.jpg,,Heather Blue With White Cascading Bouquet,Bridal Bouquet,3,
"Blush , Light Terracotta , Dark Terracotta , Pale green , Green","Touches of red, pink, and greenery ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1661303484621x335221904379828160.jpg,,Bright Boutonnière ,Boutonnieres,0,
"Ivory , Ivory , beige , Champagne","Boho Flowers with pampas grass, roses, florals. ",,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1661799357826x261697633534335940.jpg,,Boho Seating Chart ,Welcome sign,3,
cappucino,32 inches golden rectangular stand. ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1661966539767x230043133116731650.jpg,,Golden Rectangular Stand ,Tall Arrangement,0,
White,White peony with ribbon,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1662400316042x570322402469733500.jpg,,White Peony Bridesmaids Stem ,Bridesmaids Bouquet,3,
"White , Natural Green , Green",Tall centerpiece with flowers on top. White florals and darker shades greenery,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1662404263426x171761410844865730.jpg,,Tall Rectangular Stand With Centerpiece On Top ,Tall Arrangement,4,
"White , Blush pink , Green , Natural Green",Greenery and florals on the structure at the venue ,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1663031238721x768892542766126000.jpg,,Wedding Arch Design,Arch,2,
"White , Dark green , Natural Green",florals with greenery and a clear vase,,https://s3.us-east-2.amazonaws.com/wpro.ai/uploads/f1663031430780x560733765839438200.jpg,,Clear Vases With Florals For Cocktail Tables ,Cocktail table,6,
